Driver,method,flag_time_s
HAM,baseline,8462.825
HAM,baseline,8463.095
HAM,baseline,8463.425
HAM,baseline,8463.585
HAM,baseline,8464.025
HAM,baseline,8464.055
HAM,baseline,8464.625
HAM,baseline,8465.065
HAM,baseline,8465.455
HAM,baseline,8465.705
HAM,baseline,8465.865
HAM,baseline,8466.775
HAM,baseline,8466.986
HAM,baseline,8467.095
HAM,baseline,8467.186
HAM,baseline,8467.506
HAM,baseline,8481.306
HAM,baseline,8481.335
HAM,baseline,8481.575
HAM,baseline,8481.626
HAM,baseline,8481.835
HAM,baseline,8482.025
HAM,baseline,8482.076
HAM,baseline,8482.356
HAM,baseline,8482.385
HAM,baseline,8482.556
HAM,baseline,8482.836
HAM,baseline,8482.865
HAM,baseline,8483.025
HAM,baseline,8483.216
HAM,baseline,8483.225
HAM,baseline,8483.785
HAM,baseline,8483.814
HAM,baseline,8485.265
HAM,baseline,8485.695
HAM,baseline,8485.705
HAM,baseline,8486.015
HAM,baseline,8486.706
HAM,baseline,8487.066
HAM,baseline,8548.815
HAM,baseline,8548.985
HAM,baseline,8549.016
HAM,baseline,8549.305
HAM,baseline,8549.375
HAM,baseline,8549.505
HAM,baseline,8549.595
HAM,baseline,8549.905
HAM,baseline,8549.995
HAM,baseline,8550.225
HAM,baseline,8550.375
HAM,baseline,8550.625
HAM,baseline,8551.065
HAM,baseline,8551.626
HAM,baseline,8551.636
HAM,baseline,8552.186
HAM,baseline,8552.196
HAM,baseline,8552.895
HAM,baseline,8553.866
HAM,baseline,8554.066
HAM,baseline,8554.476
HAM,baseline,8555.066
HAM,baseline,8555.115
HAM,baseline,8555.635
HAM,baseline,8570.555
HAM,baseline,8570.585
HAM,baseline,8571.986
HAM,baseline,8572.115
HAM,baseline,8572.186
HAM,baseline,8573.106
HAM,baseline,8573.176
HAM,baseline,8573.355
HAM,baseline,8634.595
HAM,baseline,8635.235
HAM,baseline,8635.346
HAM,baseline,8635.506
HAM,baseline,8635.595
HAM,baseline,8635.755
HAM,baseline,8635.786
HAM,baseline,8635.935
HAM,baseline,8635.946
HAM,baseline,8636.254
HAM,baseline,8636.265
HAM,baseline,8636.505
HAM,baseline,8636.536
HAM,baseline,8637.035
HAM,baseline,8637.065
HAM,baseline,8637.275
HAM,baseline,8637.466
HAM,baseline,8637.615
HAM,baseline,8637.746
HAM,baseline,8637.946
HAM,baseline,8637.975
HAM,baseline,8639.715
HAM,baseline,8639.826
HAM,baseline,8640.015
HAM,baseline,8640.106
HAM,baseline,8640.275
HAM,baseline,8640.306
HAM,baseline,8640.855
HAM,baseline,8640.946
HAM,baseline,8641.626
HAM,baseline,8655.515
HAM,baseline,8657.275
HAM,baseline,8721.175
HAM,baseline,8721.466
HAM,baseline,8721.475
HAM,baseline,8721.746
HAM,baseline,8721.906
HAM,baseline,8721.935
HAM,baseline,8722.106
HAM,baseline,8722.235
HAM,baseline,8722.306
HAM,baseline,8723.235
HAM,baseline,8723.307
HAM,baseline,8723.467
HAM,baseline,8723.575
HAM,baseline,8723.666
HAM,baseline,8723.755
HAM,baseline,8723.826
HAM,baseline,8724.226
HAM,baseline,8724.335
HAM,baseline,8725.235
HAM,baseline,8725.266
HAM,baseline,8725.336
HAM,baseline,8725.896
HAM,baseline,8726.226
HAM,baseline,8726.275
HAM,baseline,8726.376
HAM,baseline,8726.426
HAM,baseline,8726.626
HAM,baseline,8726.676
HAM,baseline,8726.786
HAM,baseline,8726.916
HAM,baseline,8727.106
HAM,baseline,8727.155
HAM,baseline,8727.335
HAM,baseline,8727.426
HAM,baseline,8728.106
HAM,baseline,8742.335
HAM,baseline,8744.036
HAM,baseline,8744.066
HAM,baseline,8807.386
HAM,baseline,8807.515
HAM,baseline,8808.467
HAM,baseline,8809.267
HAM,baseline,8809.295
HAM,baseline,8809.587
HAM,baseline,8809.696
HAM,baseline,8810.787
HAM,baseline,8812.466
HAM,baseline,8814.055
HAM,baseline,8815.267
HAM,baseline,8829.175
HAM,baseline,8830.495
HAM,baseline,8830.547
HAM,baseline,8893.707
HAM,baseline,8893.756
HAM,baseline,8893.987
HAM,baseline,8894.075
HAM,baseline,8895.035
HAM,baseline,8895.356
HAM,baseline,8895.575
HAM,baseline,8895.587
HAM,baseline,8895.755
HAM,baseline,8895.936
HAM,baseline,8896.067
HAM,baseline,8896.507
HAM,baseline,8896.576
HAM,baseline,8898.107
HAM,baseline,8898.156
HAM,baseline,8898.386
HAM,baseline,8898.795
HAM,baseline,8899.906
HAM,baseline,8900.347
HAM,baseline,8900.667
HAM,baseline,8915.507
HAM,baseline,8915.776
HAM,baseline,8915.827
HAM,baseline,8916.107
HAM,baseline,8918.826
HAM,baseline,8981.067
HAM,baseline,8981.255
HAM,baseline,8982.147
HAM,baseline,8982.155
HAM,baseline,8982.387
HAM,baseline,8982.415
HAM,baseline,8982.827
HAM,baseline,8982.955
HAM,baseline,8983.195
HAM,baseline,8983.456
HAM,baseline,8983.507
HAM,baseline,8983.856
HAM,baseline,8984.507
HAM,baseline,8984.595
HAM,baseline,8985.135
HAM,baseline,8985.267
HAM,baseline,8985.315
HAM,baseline,8986.455
HAM,baseline,8986.856
HAM,baseline,8986.947
HAM,baseline,8987.136
HAM,baseline,8987.307
HAM,baseline,8987.396
HAM,baseline,8987.595
HAM,baseline,8987.916
HAM,baseline,8987.947
HAM,baseline,8988.107
HAM,baseline,8988.347
HAM,baseline,9002.747
HAM,baseline,9002.987
HAM,baseline,9067.976
HAM,baseline,9068.135
HAM,baseline,9068.307
HAM,baseline,9068.415
HAM,baseline,9068.467
HAM,baseline,9068.616
HAM,baseline,9068.627
HAM,baseline,9068.827
HAM,baseline,9068.876
HAM,baseline,9069.016
HAM,baseline,9069.267
HAM,baseline,9069.655
HAM,baseline,9069.827
HAM,baseline,9070.907
HAM,baseline,9070.935
HAM,baseline,9071.435
HAM,baseline,9072.588
HAM,baseline,9072.635
HAM,baseline,9072.795
HAM,baseline,9072.987
HAM,baseline,9072.995
HAM,baseline,9073.867
HAM,baseline,9074.667
HAM,baseline,9088.656
HAM,baseline,9090.587
HAM,baseline,9092.635
HAM,baseline,9153.427
HAM,baseline,9153.535
HAM,baseline,9153.756
HAM,baseline,9153.907
HAM,baseline,9154.316
HAM,baseline,9154.387
HAM,baseline,9155.315
HAM,baseline,9156.507
HAM,baseline,9156.515
HAM,baseline,9156.795
HAM,baseline,9156.988
HAM,baseline,9157.035
HAM,baseline,9157.188
HAM,baseline,9157.388
HAM,baseline,9157.395
HAM,baseline,9157.635
HAM,baseline,9157.815
HAM,baseline,9157.828
HAM,baseline,9158.108
HAM,baseline,9158.255
HAM,baseline,9158.308
HAM,baseline,9159.348
HAM,baseline,9159.376
HAM,baseline,9159.636
HAM,baseline,9160.028
HAM,baseline,9160.196
HAM,baseline,9160.707
HAM,baseline,9160.716
HAM,baseline,9174.027
HAM,baseline,9174.995
HAM,baseline,9177.475
HAM,baseline,9177.588
HAM,baseline,9177.695
HAM,baseline,9177.828
HAM,baseline,9177.876
HAM,baseline,9178.075
HAM,baseline,9178.148
HAM,baseline,9178.348
HAM,baseline,9239.575
HAM,baseline,9239.708
HAM,baseline,9239.956
HAM,baseline,9239.988
HAM,baseline,9240.348
HAM,baseline,9240.356
HAM,baseline,9241.155
HAM,baseline,9241.227
HAM,baseline,9241.735
HAM,baseline,9242.595
HAM,baseline,9242.628
HAM,baseline,9242.908
HAM,baseline,9243.108
HAM,baseline,9244.868
HAM,baseline,9244.896
HAM,baseline,9245.028
HAM,baseline,9245.275
HAM,baseline,9245.388
HAM,baseline,9246.428
HAM,baseline,9259.708
HAM,baseline,9261.627
HAM,baseline,9261.696
HAM,baseline,9262.995
HAM,baseline,9263.028
HAM,baseline,9263.175
HAM,baseline,9263.308
HAM,baseline,9263.376
HAM,baseline,9263.596
HAM,baseline,9263.628
HAM,baseline,9325.188
HAM,baseline,9325.196
HAM,baseline,9325.376
HAM,baseline,9325.868
HAM,baseline,9326.155
HAM,baseline,9326.468
HAM,baseline,9326.595
HAM,baseline,9326.635
HAM,baseline,9326.668
HAM,baseline,9327.175
HAM,baseline,9327.188
HAM,baseline,9327.615
HAM,baseline,9327.995
HAM,baseline,9328.148
HAM,baseline,9328.155
HAM,baseline,9328.308
HAM,baseline,9328.396
HAM,baseline,9328.588
HAM,baseline,9328.615
HAM,baseline,9329.028
HAM,baseline,9330.428
HAM,baseline,9330.475
HAM,baseline,9330.695
HAM,baseline,9330.708
HAM,baseline,9330.876
HAM,baseline,9331.228
HAM,baseline,9331.256
HAM,baseline,9331.536
HAM,baseline,9346.348
HAM,baseline,9348.195
HAM,baseline,9348.229
HAM,baseline,9350.228
ALB,conformal,7678.775
ALB,conformal,7678.823
ALB,conformal,7678.975
ALB,conformal,7679.023
ALB,conformal,7679.436
ALB,conformal,7679.503
ALB,conformal,7679.595
ALB,conformal,7679.663
ALB,conformal,7679.875
ALB,conformal,7679.903
ALB,conformal,7680.143
ALB,conformal,7680.196
ALB,conformal,7680.495
ALB,conformal,7680.503
ALB,conformal,7680.715
ALB,conformal,7680.795
ALB,conformal,7680.823
ALB,conformal,7681.115
ALB,conformal,7681.143
ALB,conformal,7765.235
ALB,conformal,7765.503
ALB,conformal,7765.663
ALB,conformal,7765.696
ALB,conformal,7765.935
ALB,conformal,7766.063
ALB,conformal,7766.075
ALB,conformal,7766.223
ALB,conformal,7766.335
ALB,conformal,7766.543
ALB,conformal,7766.654
ALB,conformal,7766.983
ALB,conformal,7767.155
ALB,conformal,7767.183
ALB,conformal,7767.383
ALB,conformal,7767.514
ALB,conformal,7767.663
ALB,conformal,7767.675
ALB,conformal,7767.863
ALB,conformal,7767.975
ALB,conformal,7857.543
ALB,conformal,7857.703
ALB,conformal,7857.795
ALB,conformal,7857.903
ALB,conformal,7858.074
ALB,conformal,7858.223
ALB,conformal,7858.235
ALB,conformal,7871.663
ALB,conformal,7871.815
ALB,conformal,7871.903
ALB,conformal,7872.095
ALB,conformal,7872.103
ALB,conformal,7872.335
ALB,conformal,7872.343
ALB,conformal,7872.595
ALB,conformal,7872.663
ALB,conformal,7872.895
ALB,conformal,7873.075
ALB,conformal,7873.103
ALB,conformal,7938.375
ALB,conformal,7938.503
ALB,conformal,7938.515
ALB,conformal,7938.663
ALB,conformal,7938.715
ALB,conformal,7938.955
ALB,conformal,7938.983
ALB,conformal,7939.223
ALB,conformal,7939.415
ALB,conformal,7939.423
ALB,conformal,7939.575
ALB,conformal,7939.703
ALB,conformal,7939.775
ALB,conformal,8373.095
ALB,conformal,8373.305
ALB,conformal,8373.975
ALB,conformal,8374.026
ALB,conformal,8374.155
ALB,conformal,8374.335
ALB,conformal,8374.345
ALB,conformal,8374.575
ALB,conformal,8374.585
ALB,conformal,8374.745
ALB,conformal,8459.255
ALB,conformal,8459.345
ALB,conformal,8459.535
ALB,conformal,8724.626
ALB,conformal,8724.855
ALB,conformal,8724.986
ALB,conformal,8725.235
ALB,conformal,8725.266
ALB,conformal,8725.336
ALB,conformal,8725.506
ALB,conformal,8725.576
ALB,conformal,8725.826
ALB,conformal,8725.896
ALB,conformal,8726.226
ALB,conformal,8726.275
ALB,conformal,8726.376
ALB,conformal,8726.426
ALB,conformal,8726.626
ALB,conformal,8726.676
ALB,conformal,8726.786
ALB,conformal,8726.916
ALB,conformal,8739.546
ALB,conformal,8739.576
ALB,conformal,8739.746
ALB,conformal,8739.856
ALB,conformal,8739.906
ALB,conformal,8740.076
ALB,conformal,8740.266
ALB,conformal,8740.395
ALB,conformal,8740.506
ALB,conformal,8741.555
ALB,conformal,8741.706
ALB,conformal,8741.775
ALB,conformal,8742.066
ALB,conformal,8742.075
ALB,conformal,8742.335
ALB,conformal,8742.427
ALB,conformal,8742.707
ALB,conformal,8742.735
ALB,conformal,8742.976
ALB,conformal,8914.427
ALB,conformal,8914.476
ALB,conformal,8914.716
ALB,conformal,8914.747
ALB,conformal,8914.987
ALB,conformal,8915.095
ALB,conformal,8915.267
ALB,conformal,8915.975
ALB,conformal,8916.107
ALB,conformal,8916.747
ALB,conformal,8981.255
ALB,conformal,8981.507
ALB,conformal,8981.667
ALB,conformal,8981.716
ALB,conformal,8981.936
ALB,conformal,8982.147
ALB,conformal,8982.155
ALB,conformal,8982.387
ALB,conformal,8982.415
ALB,conformal,8982.596
ALB,conformal,8982.667
ALB,conformal,8982.827
ALB,conformal,8982.955
ALB,conformal,8983.147
ALB,conformal,8983.195
ALB,conformal,8983.456
ALB,conformal,8983.507
ALB,conformal,8983.636
ALB,conformal,8983.707
ALB,conformal,8986.467
ALB,conformal,8986.615
ALB,conformal,8986.707
ALB,conformal,8986.856
ALB,conformal,8986.947
ALB,conformal,8987.136
ALB,conformal,8987.307
ALB,conformal,8987.396
ALB,conformal,8987.595
ALB,conformal,8987.667
ALB,conformal,8987.916
ALB,conformal,8987.947
ALB,conformal,8988.107
ALB,conformal,8988.155
ALB,conformal,8988.347
ALB,conformal,8988.375
ALB,conformal,8988.547
ALB,conformal,8988.707
ALB,conformal,8988.736
ALB,conformal,8988.856
ALB,conformal,8988.987
ALB,conformal,8989.056
ALB,conformal,8989.227
ALB,conformal,8989.276
ALB,conformal,9002.027
ALB,conformal,9188.695
ALB,conformal,9243.828
ALB,conformal,9243.935
ALB,conformal,9244.028
ALB,conformal,9244.468
ALB,conformal,9244.475
ALB,conformal,9244.596
ALB,conformal,9244.868
ALB,conformal,9244.896
ALB,conformal,9245.028
ALB,conformal,9245.275
ALB,conformal,9245.388
ALB,conformal,9245.476
ALB,conformal,9245.548
ALB,conformal,9245.696
ALB,conformal,9245.908
ALB,conformal,9245.976
ALB,conformal,9246.068
ALB,baseline,7160.874
ALB,baseline,7161.075
ALB,baseline,7161.221
ALB,baseline,7162.315
ALB,baseline,7162.494
ALB,baseline,7163.215
ALB,baseline,7163.261
ALB,baseline,7163.435
ALB,baseline,7164.062
ALB,baseline,7177.796
ALB,baseline,7178.142
ALB,baseline,7178.495
ALB,baseline,7178.795
ALB,baseline,7181.295
ALB,baseline,7181.301
ALB,baseline,7181.461
ALB,baseline,7181.655
ALB,baseline,7181.701
ALB,baseline,7243.622
ALB,baseline,7243.902
ALB,baseline,7243.936
ALB,baseline,7244.782
ALB,baseline,7246.421
ALB,baseline,7247.095
ALB,baseline,7247.141
ALB,baseline,7248.575
ALB,baseline,7249.021
ALB,baseline,7249.096
ALB,baseline,7249.495
ALB,baseline,7249.502
ALB,baseline,7249.535
ALB,baseline,7251.062
ALB,baseline,7265.236
ALB,baseline,7265.262
ALB,baseline,7265.422
ALB,baseline,7268.301
ALB,baseline,7269.182
ALB,baseline,7331.036
ALB,baseline,7332.874
ALB,baseline,7333.861
ALB,baseline,7336.302
ALB,baseline,7336.502
ALB,baseline,7336.895
ALB,baseline,7336.902
ALB,baseline,7337.062
ALB,baseline,7351.862
ALB,baseline,7352.142
ALB,baseline,7352.174
ALB,baseline,7355.542
ALB,baseline,7355.556
ALB,baseline,7356.056
ALB,baseline,7356.096
ALB,baseline,7356.222
ALB,baseline,7417.542
ALB,baseline,7417.955
ALB,baseline,7418.062
ALB,baseline,7419.575
ALB,baseline,7419.755
ALB,baseline,7419.862
ALB,baseline,7420.395
ALB,baseline,7421.815
ALB,baseline,7421.822
ALB,baseline,7422.536
ALB,baseline,7422.942
ALB,baseline,7422.955
ALB,baseline,7423.215
ALB,baseline,7423.502
ALB,baseline,7424.854
ALB,baseline,7438.422
ALB,baseline,7439.075
ALB,baseline,7442.262
ALB,baseline,7442.815
ALB,baseline,7443.236
ALB,baseline,7504.902
ALB,baseline,7506.335
ALB,baseline,7506.383
ALB,baseline,7507.376
ALB,baseline,7507.383
ALB,baseline,7507.575
ALB,baseline,7509.062
ALB,baseline,7510.462
ALB,baseline,7511.022
ALB,baseline,7511.342
ALB,baseline,7511.355
ALB,baseline,7525.503
ALB,baseline,7525.863
ALB,baseline,7525.935
ALB,baseline,7526.023
ALB,baseline,7526.183
ALB,baseline,7526.416
ALB,baseline,7529.462
ALB,baseline,7591.383
ALB,baseline,7591.543
ALB,baseline,7591.775
ALB,baseline,7591.863
ALB,baseline,7592.063
ALB,baseline,7592.215
ALB,baseline,7592.336
ALB,baseline,7593.503
ALB,baseline,7593.515
ALB,baseline,7594.296
ALB,baseline,7594.303
ALB,baseline,7594.503
ALB,baseline,7594.516
ALB,baseline,7596.382
ALB,baseline,7596.515
ALB,baseline,7597.395
ALB,baseline,7597.422
ALB,baseline,7598.135
ALB,baseline,7598.183
ALB,baseline,7598.455
ALB,baseline,7612.063
ALB,baseline,7613.023
ALB,baseline,7613.216
ALB,baseline,7614.983
ALB,baseline,7616.075
ALB,baseline,7616.662
ALB,baseline,7678.475
ALB,baseline,7678.623
ALB,baseline,7678.775
ALB,baseline,7678.975
ALB,baseline,7679.875
ALB,baseline,7679.903
ALB,baseline,7680.823
ALB,baseline,7682.775
ALB,baseline,7682.782
ALB,baseline,7683.976
ALB,baseline,7684.023
ALB,baseline,7684.195
ALB,baseline,7684.663
ALB,baseline,7685.583
ALB,baseline,7699.343
ALB,baseline,7699.455
ALB,baseline,7699.503
ALB,baseline,7699.823
ALB,baseline,7699.995
ALB,baseline,7700.015
ALB,baseline,7702.822
ALB,baseline,7764.995
ALB,baseline,7765.023
ALB,baseline,7765.183
ALB,baseline,7765.235
ALB,baseline,7765.503
ALB,baseline,7765.663
ALB,baseline,7767.383
ALB,baseline,7768.303
ALB,baseline,7769.384
ALB,baseline,7769.395
ALB,baseline,7769.675
ALB,baseline,7770.596
ALB,baseline,7770.663
ALB,baseline,7771.255
ALB,baseline,7771.263
ALB,baseline,7771.775
ALB,baseline,7771.976
ALB,baseline,7772.063
ALB,baseline,7785.623
ALB,baseline,7785.943
ALB,baseline,7851.255
ALB,baseline,7853.575
ALB,baseline,7853.703
ALB,baseline,7854.584
ALB,baseline,7855.104
ALB,baseline,7855.655
ALB,baseline,7856.104
ALB,baseline,7856.115
ALB,baseline,7857.515
ALB,baseline,7857.543
ALB,baseline,7857.703
ALB,baseline,7872.103
ALB,baseline,7872.335
ALB,baseline,7872.895
ALB,baseline,7875.735
ALB,baseline,7876.544
ALB,baseline,7937.464
ALB,baseline,7938.223
ALB,baseline,7938.375
ALB,baseline,7938.503
ALB,baseline,7938.715
ALB,baseline,7940.264
ALB,baseline,7940.275
ALB,baseline,7941.344
ALB,baseline,7942.175
ALB,baseline,7942.695
ALB,baseline,7942.904
ALB,baseline,7943.275
ALB,baseline,7943.544
ALB,baseline,7943.554
ALB,baseline,7944.175
ALB,baseline,7944.184
ALB,baseline,7944.835
ALB,baseline,7944.863
ALB,baseline,7945.143
ALB,baseline,7959.143
ALB,baseline,7961.064
ALB,baseline,8023.944
ALB,baseline,8024.424
ALB,baseline,8024.584
ALB,baseline,8025.984
ALB,baseline,8026.224
ALB,baseline,8026.864
ALB,baseline,8026.976
ALB,baseline,8027.424
ALB,baseline,8028.856
ALB,baseline,8029.015
ALB,baseline,8029.184
ALB,baseline,8029.334
ALB,baseline,8029.344
ALB,baseline,8029.544
ALB,baseline,8029.715
ALB,baseline,8029.735
ALB,baseline,8029.784
ALB,baseline,8029.984
ALB,baseline,8030.435
ALB,baseline,8030.504
ALB,baseline,8031.104
ALB,baseline,8031.783
ALB,baseline,8045.615
ALB,baseline,8049.075
ALB,baseline,8049.264
ALB,baseline,8049.895
ALB,baseline,8049.984
ALB,baseline,8111.355
ALB,baseline,8111.545
ALB,baseline,8111.836
ALB,baseline,8111.865
ALB,baseline,8113.975
ALB,baseline,8114.656
ALB,baseline,8114.904
ALB,baseline,8116.064
ALB,baseline,8116.154
ALB,baseline,8116.544
ALB,baseline,8116.575
ALB,baseline,8116.784
ALB,baseline,8116.875
ALB,baseline,8116.984
ALB,baseline,8132.516
ALB,baseline,8132.715
ALB,baseline,8132.744
ALB,baseline,8134.196
ALB,baseline,8135.775
ALB,baseline,8135.824
ALB,baseline,8136.104
ALB,baseline,8197.745
ALB,baseline,8197.775
ALB,baseline,8199.904
ALB,baseline,8200.224
ALB,baseline,8200.824
ALB,baseline,8200.975
ALB,baseline,8202.935
ALB,baseline,8203.185
ALB,baseline,8203.935
ALB,baseline,8203.985
ALB,baseline,8204.825
ALB,baseline,8205.816
ALB,baseline,8218.825
ALB,baseline,8218.985
ALB,baseline,8219.056
ALB,baseline,8219.575
ALB,baseline,8219.824
ALB,baseline,8285.695
ALB,baseline,8285.785
ALB,baseline,8286.214
ALB,baseline,8286.265
ALB,baseline,8287.975
ALB,baseline,8287.984
ALB,baseline,8288.375
ALB,baseline,8288.424
ALB,baseline,8289.185
ALB,baseline,8289.256
ALB,baseline,8289.785
ALB,baseline,8289.915
ALB,baseline,8290.295
ALB,baseline,8290.385
ALB,baseline,8290.515
ALB,baseline,8290.945
ALB,baseline,8292.945
ALB,baseline,8305.985
ALB,baseline,8306.755
ALB,baseline,8306.785
ALB,baseline,8307.055
ALB,baseline,8307.544
ALB,baseline,8309.745
ALB,baseline,8310.265
ALB,baseline,8372.375
ALB,baseline,8372.465
ALB,baseline,8372.575
ALB,baseline,8373.975
ALB,baseline,8374.026
ALB,baseline,8374.155
ALB,baseline,8374.745
ALB,baseline,8374.795
ALB,baseline,8375.935
ALB,baseline,8376.575
ALB,baseline,8377.055
ALB,baseline,8377.185
ALB,baseline,8377.236
ALB,baseline,8378.025
ALB,baseline,8378.096
ALB,baseline,8378.185
ALB,baseline,8378.295
ALB,baseline,8378.455
ALB,baseline,8378.575
ALB,baseline,8378.705
ALB,baseline,8379.495
ALB,baseline,8379.545
ALB,baseline,8392.905
ALB,baseline,8393.705
ALB,baseline,8393.755
ALB,baseline,8393.915
ALB,baseline,8394.115
ALB,baseline,8396.715
ALB,baseline,8396.745
ALB,baseline,8396.945
ALB,baseline,8397.705
ALB,baseline,8459.035
ALB,baseline,8459.145
ALB,baseline,8459.255
ALB,baseline,8459.666
ALB,baseline,8460.776
ALB,baseline,8461.346
ALB,baseline,8461.356
ALB,baseline,8461.505
ALB,baseline,8461.536
ALB,baseline,8461.745
ALB,baseline,8463.585
ALB,baseline,8463.675
ALB,baseline,8463.745
ALB,baseline,8463.835
ALB,baseline,8464.625
ALB,baseline,8465.015
ALB,baseline,8465.385
ALB,baseline,8465.455
ALB,baseline,8465.975
ALB,baseline,8466.025
ALB,baseline,8480.135
ALB,baseline,8480.475
ALB,baseline,8480.506
ALB,baseline,8483.574
ALB,baseline,8483.975
ALB,baseline,8484.155
ALB,baseline,8484.305
ALB,baseline,8545.826
ALB,baseline,8546.075
ALB,baseline,8546.295
ALB,baseline,8546.306
ALB,baseline,8547.026
ALB,baseline,8548.146
ALB,baseline,8548.275
ALB,baseline,8549.905
ALB,baseline,8549.995
ALB,baseline,8550.225
ALB,baseline,8551.175
ALB,baseline,8551.225
ALB,baseline,8551.626
ALB,baseline,8566.746
ALB,baseline,8567.236
ALB,baseline,8571.145
ALB,baseline,8632.306
ALB,baseline,8632.435
ALB,baseline,8632.466
ALB,baseline,8632.915
ALB,baseline,8633.906
ALB,baseline,8634.586
ALB,baseline,8634.595
ALB,baseline,8634.975
ALB,baseline,8635.346
ALB,baseline,8636.785
ALB,baseline,8636.816
ALB,baseline,8637.035
ALB,baseline,8637.065
ALB,baseline,8637.275
ALB,baseline,8637.466
ALB,baseline,8637.615
ALB,baseline,8637.946
ALB,baseline,8638.196
ALB,baseline,8638.226
ALB,baseline,8638.375
ALB,baseline,8652.866
ALB,baseline,8653.375
ALB,baseline,8653.466
ALB,baseline,8653.595
ALB,baseline,8653.666
ALB,baseline,8654.056
ALB,baseline,8656.906
ALB,baseline,8657.816
ALB,baseline,8657.866
ALB,baseline,8657.995
ALB,baseline,8718.946
ALB,baseline,8719.156
ALB,baseline,8719.316
ALB,baseline,8719.426
ALB,baseline,8721.266
ALB,baseline,8721.475
ALB,baseline,8722.235
ALB,baseline,8724.055
ALB,baseline,8724.226
ALB,baseline,8724.335
ALB,baseline,8724.575
ALB,baseline,8724.626
ALB,baseline,8724.855
ALB,baseline,8725.235
ALB,baseline,8725.266
ALB,baseline,8725.336
ALB,baseline,8725.506
ALB,baseline,8725.576
ALB,baseline,8725.826
ALB,baseline,8725.896
ALB,baseline,8739.546
ALB,baseline,8740.395
ALB,baseline,8740.595
ALB,baseline,8740.666
ALB,baseline,8740.946
ALB,baseline,8740.975
ALB,baseline,8741.466
ALB,baseline,8741.555
ALB,baseline,8741.706
ALB,baseline,8742.735
ALB,baseline,8742.976
ALB,baseline,8742.987
ALB,baseline,8744.235
ALB,baseline,8744.266
ALB,baseline,8744.506
ALB,baseline,8744.515
ALB,baseline,8744.706
ALB,baseline,8755.386
ALB,baseline,8756.587
ALB,baseline,8806.426
ALB,baseline,8806.555
ALB,baseline,8806.786
ALB,baseline,8808.627
ALB,baseline,8808.915
ALB,baseline,8808.987
ALB,baseline,8809.267
ALB,baseline,8809.295
ALB,baseline,8809.416
ALB,baseline,8812.186
ALB,baseline,8812.295
ALB,baseline,8812.466
ALB,baseline,8828.156
ALB,baseline,8828.416
ALB,baseline,8830.187
ALB,baseline,8830.215
ALB,baseline,8893.506
ALB,baseline,8893.756
ALB,baseline,8893.987
ALB,baseline,8894.075
ALB,baseline,8894.547
ALB,baseline,8896.347
ALB,baseline,8896.355
ALB,baseline,8896.827
ALB,baseline,8896.836
ALB,baseline,8897.347
ALB,baseline,8897.507
ALB,baseline,8897.836
ALB,baseline,8898.626
ALB,baseline,8899.906
ALB,baseline,8899.935
ALB,baseline,8900.115
ALB,baseline,8900.667
ALB,baseline,8901.227
ALB,baseline,8914.267
ALB,baseline,8914.427
ALB,baseline,8915.507
ALB,baseline,8915.556
ALB,baseline,8915.667
ALB,baseline,8915.776
ALB,baseline,8918.666
ALB,baseline,8918.735
ALB,baseline,8918.826
ALB,baseline,8918.955
ALB,baseline,8981.067
ALB,baseline,8981.255
ALB,baseline,8981.507
ALB,baseline,8982.827
ALB,baseline,8982.955
ALB,baseline,8983.456
ALB,baseline,8983.636
ALB,baseline,8983.707
ALB,baseline,8983.856
ALB,baseline,8984.987
ALB,baseline,8985.135
ALB,baseline,8985.827
ALB,baseline,8985.855
ALB,baseline,8986.455
ALB,baseline,8986.467
ALB,baseline,8986.615
ALB,baseline,8986.707
ALB,baseline,8986.856
ALB,baseline,8986.947
ALB,baseline,8987.136
ALB,baseline,8987.307
ALB,baseline,8987.396
ALB,baseline,8987.595
ALB,baseline,8987.667
ALB,baseline,8988.347
ALB,baseline,8988.375
ALB,baseline,9002.227
ALB,baseline,9002.235
ALB,baseline,9002.747
ALB,baseline,9002.896
ALB,baseline,9003.236
ALB,baseline,9003.416
ALB,baseline,9003.507
ALB,baseline,9003.827
ALB,baseline,9005.267
ALB,baseline,9005.375
ALB,baseline,9005.535
ALB,baseline,9006.107
ALB,baseline,9006.136
ALB,baseline,9006.747
ALB,baseline,9007.307
ALB,baseline,9007.547
ALB,baseline,9007.615
ALB,baseline,9069.436
ALB,baseline,9070.907
ALB,baseline,9070.935
ALB,baseline,9071.428
ALB,baseline,9071.635
ALB,baseline,9071.708
ALB,baseline,9072.987
ALB,baseline,9072.995
ALB,baseline,9074.075
ALB,baseline,9074.236
ALB,baseline,9074.507
ALB,baseline,9074.516
ALB,baseline,9074.667
ALB,baseline,9074.716
ALB,baseline,9074.867
ALB,baseline,9075.556
ALB,baseline,9075.667
ALB,baseline,9075.907
ALB,baseline,9076.187
ALB,baseline,9089.955
ALB,baseline,9090.535
ALB,baseline,9090.715
ALB,baseline,9090.787
ALB,baseline,9094.275
ALB,baseline,9156.307
ALB,baseline,9156.507
ALB,baseline,9156.515
ALB,baseline,9156.667
ALB,baseline,9156.988
ALB,baseline,9157.388
ALB,baseline,9157.395
ALB,baseline,9158.108
ALB,baseline,9158.255
